Page ,Footnote
 784 ,"25  MR. JUSTICE BLACKMUN expresses the view that the Court answered the question of ""what was to be the result if the MR. JUSTICE BLACKMUN expresses the view that the Court answered the question of ""what was to be the result if the  expanding ambit of the Sherman Act should bring it into conflict with inconsistent state law"" in  Schwegmann Bros.  v. Calvert  Distillers Corp., 341 U.S. 384 , and that the answer it gave was that any state regulatory statute ""inconsistent"" with the judicially  expanded Sherman Act was pre-empted. Ante, at 606.  But the opinion in Schwegmann -- which did not purport to modify or  overrule Parker -- is most plausibly read as resting on a post-1890 expression of congressional intent, the Miller-Tydings Act.   See infra, at 639.  Even assuming, however, that Schwegmann conflicted with Parker, then surely the most significant aspect of  that conflict is that Congress did not allow it to persist, as Schwegmann was soon legislatively overruled by the enactment of the  McGuire bill, 66 Stat. 632,  15 U.S.C.§§ 45(a)(2)(5) ."
 784 ,"26  The Court states at one point that the omission of a ""direct reference to light bulbs"" in the statute creating the Michigan Public The Court states at one point that the omission of a ""direct reference to light bulbs"" in the statute creating the Michigan Public  Service Commission indicates that the State's policy is ""neutral on the question whether a utility should, or should not, have such  a program."" Ante, at 584, 585.  This statement seems to suggest that the Court considers the specificity with which a state  legislature deals with particular regulatory matters to be relevant in determining whether agency action respecting such matters  represents a sovereign choice, entitled to deference under the Sherman Act. "
 785 ,"27  The decision in Schwegmann rested primarily on a detailed analysis of the legislative history of the Miller-Tydings Act. The decision in Schwegmann rested primarily on a detailed analysis of the legislative history of the Miller-Tydings Act.   341  U.S., at 390-395 ."
 785 ,"28  See Verkuil, State Action, Due Process and Antitrust: Reflections on Parker v. Brown, 75 Col. L. Rev. 328 (1975). See Verkuil, State Action, Due Process and Antitrust: Reflections on Parker v. Brown, 75 Col. L. Rev. 328 (1975)."
 790 ,"1  As explained at the outset of the opinion, As explained at the outset of the opinion,  Fortner I  involved ""a variety of questions concerning the proper standards to be  applied by a United States district court in passing on a motion for summary judgment in a civil antitrust action.""  394 U.S., at 496 .  Petitioners do not ask us to re-examine  Fortner I,  which left only the economic power question open on the issue of whether a  per se  violation could be proved.  On the other hand, Fortner has not pursued the suggestion in  Fortner I  that it might be able to  prove a  § 1  violation under the rule-of-reason standard.   394 U.S., at 500 . Thus, with respect to  § 1 , only the economic-power  issue is before us.  "
 791 ,"2  26 Stat. 209, as amended, 26 Stat. 209, as amended,  15 U.S.C.  § 1 ."
 791 ,"3  In 1960, for example, the Home Division sold a total of 1,793 houses for $ 6,747,353.  There were at least four larger In 1960, for example, the Home Division sold a total of 1,793 houses for $ 6,747,353.  There were at least four larger  prefabricated home manufacturers, the largest of which sold 16,804 homes in that year.  In the following year the Home  Division's sales declined while the sales of each of its four principal competitors remained steady or increased."
 792 ,"4  After reviewing extensive evidence taken from the files of the Credit Corp., including a memorandum stating that ""our only After reviewing extensive evidence taken from the files of the Credit Corp., including a memorandum stating that ""our only  purpose in making the loan… is shipping houses,"" the District Court expressly found ""that the Credit Corporation was not so  much concerned with the risks involved in loans but whether they would help sell houses."" App. 1588-1589.  "
 792 ,"5  This figure is not stated in the District Court's findings; it is derived from the finding of total sales and the finding that 68% of the This figure is not stated in the District Court's findings; it is derived from the finding of total sales and the finding that 68% of the  sales in 1960 were made to dealers receiving financial assistance from the Credit Corp.  See  id.,  at 1589-1590."
 792 ,6  The prime rate at the time was 5% or 5 1/2%. The prime rate at the time was 5% or 5 1/2%.
 793 ,"7  See Bowman, Tying Arrangements and the Leverage Problem, 67 Yale L.J. 19 (1957). See Bowman, Tying Arrangements and the Leverage Problem, 67 Yale L.J. 19 (1957). "
 793 ,"8  See See  e.g.,   United Shoe Machinery v. United States, 258 U.S. 451 ;  International Business Machines v. United States, 298 U.S.  131 ;  International Salt Co. v. United States, 332 U.S. 392 . In his article in the 1969 Supreme Court Review, 16, Professor Dam  suggests that this kind of leverage may also have been present in  Northern Pacific R. Co. v. United States, 356 U.S. 1 ."
 793 ,9  Fortner's expert witness agreed with the statement: Fortner's expert witness agreed with the statement:
 793 ,"10  Relying on Relying on  Advance Business Systems & Supply Co. v. SCM Corp., 415 F. 2d 55 (CA4 1969) , cert. denied,  397 U.S. 920 ,  Fortner contends that acceptance of the package by a significant number of customers is itself sufficient to prove the seller's  economic power.  But this approach depends on the absence of other explanations for the willingness of buyers to purchase the  package. See  415 F. 2d, at 68 . In the  Northern Pacific  case, for instance, the Court explained: "
 794 ,"11  The Court in The Court in  Northern Pacific  concluded that the railroad ""possessed substantial economic power by virtue of its extensive  landholdings"" and then described those holdings as follows: "
 794 ,"12  ""Since one of the objectives of the patent laws is to reward uniqueness, the principle of these cases was carried over into ""Since one of the objectives of the patent laws is to reward uniqueness, the principle of these cases was carried over into  antitrust law  on the theory that the existence of a valid patent on the tying product, without more, establishes a distinctiveness  sufficient to conclude that any tying arrangement involving the patented product would have anticompetitive consequences.""  United States v. Loew's Inc., 371 U.S. 38, 46 ."
