Page,Footnote
616,"24  Certainly the Court spoke fully cognizant of at least the amendment contained in the Judges' Bill of just four years before, see"
617,"25  In  ., the Court went on to say: ""[Extraordinary] writs may not be used as a substitute for an authorized appeal; and where, as here,   ["
617,"26  Act of June 25, 1948, 62 Stat. 929."
617,"27  In 1951 reference to the District Court of Guam was inserted in the section, Act of Oct. 31, 1951, § 49, 65 Stat. 726, and"
617,28  The portion of the provision governing appeal of interlocutory orders appointing receivers and related matters became
617,"29  See S. Rep. No. 1559, 80th Cong., 2d Sess., 1-2 (1948) (""great care has been exercised to make no changes in the existing"
618,"30  H. R. Rep. No. 2646 of the Committee on Revision of the Laws of the House of Representatives to accompany H. R. 7124,"
618,"31  Compare n. 20,  , with n. 23,  ."
618,"32  See  .  Similarly, two of three courts of appeals which have considered the question have concluded that an"
619,"33  Cf. S. Rep. No. 2434, 85th Cong., 2d Sess., 3 (1958); H. R. Rep. No. 1667, 85th Cong., 2d Sess., 2 (1958)."
619,34  It was only subsequent to the enactment of   that a single Court of Appeals concluded -- despite the unqualified
619,"35  See S. Rep. No. 2434, 85th Cong., 2d Sess. (1958); H. R. Rep. No. 1667, 85th Cong., 2d Sess. (1958); Hearings on H. R."
619,36  The Senate Report suggests the denial of a motion to dismiss an antitrust action as barred by the statute of limitations as one
619,"37  38 Stat. 731,  ."
619,"38  S. Rep. No. 2434, 85th Cong., 2d Sess., 2 (1958) (emphasis added)."
620,"39  See  ; H. R. Rep. No. 1667, 85th Cong., 2d Sess., 1 (1958); Hearings on H. R. 6238 before Subcommittee No. 3 of"
620,"40  Cf. H. R. Rep. No. 1667, 85th Cong., 2d Sess., 1-2 (1958)."
620,"41  Petitioner suggests two avenues of escape from this anomalous situation: (1) that under  § 1292 (a)(1)  an interlocutory appeal  may in fact lie from an injunctive order in a Government civil antitrust case; (2) that if an appeal from such an order cannot be  taken under  § 1292 (a) , it may nevertheless be taken under  § 1292 (b)  since, the argument goes, the latter applies to all orders  not appealable under the former, ""whatever the nature of the order and whatever the reason for its non-appealability."" Reply"
620,42  Brief for United States 18.
620,"43  Nor can it be ignored that subsequent to both the 1948 revision which resulted in   and the enactment of  ,"
621,44  The sole exception to this would be if the certified question had previously been considered by way of certiorari.
621,45  Only if we were to dispose of a controlling question in such a way as to end all proceedings would the possibility of a
621,"46  See also  . v.   (CA7), cert. denied,   (service of process);"
622,"47  Other than threshold procedural issues, the question consistently sought to be raised on interlocutory appeal has been the"
622,"48  See S. Rep. No. 2434, 85th Cong., 2d Sess., 1-2 (1958)."
622,"49  Of course, this problem would not exist if the interlocutory decision were reviewed immediately on certiorari in this Court; but,"
622,"50  In this respect, it must be recalled that interlocutory appeal under   is subject to the decision of the court of appeals in"
623,1  It is true that several Justices over the years have expressed the desire that the antitrust cases come to us only by certiorari to
623,2  Not including orders of dismissal or affirmance.
623,3  Including orders of dismissal or affirmance.
623,"4  Judiciary Act of Feb. 13, 1925, 43 Stat. 936."
623,5  . v.  ;  .
624,"6  Sherman Anti-Trust Act of July 2, 1890, c. 647, 26 Stat. 209,  ."
624,"7  Clayton Act of Oct. 15, 1914, 38 Stat. 730,"
624,"8  Robinson-Patman Act of June 19, 1936, 49 Stat. 1526,  ,  ,  ,  ,  ."
624,"9  Celler-Kefauver Act of Dec. 29, 1950, 64 Stat. 1125,  ,  ."
624,"10  For the legislative history of the Act see H. R. Rep. No. 3020, 57th Cong., 2d Sess."
625,"1  In reporting the bill that became the Expediting Act, Senator Fairbanks stated that: ""Every reasonable means should be provided for speeding the litigation.  It is the purpose of the bill to expedite litigation of great"
625,"2  The Senate Report on the bill that became   stated: ""This legislation results from a considerable study by committees of the Judicial Conference.  The legislation itself was"
625,"3  The Senate Report stated: ""There are many civil actions from which similar illustrations could be furnished.  For example, in an antitrust action a plea may"
626,"4  Although the antitrust cases referred to in the Senate Committee Report on   were apparently private cases, rather"
626,"5  The House Report on the bill explains this provision by quoting a letter of the Attorney General as follows: ""There are a number of cases now provided by statute where appeals may be made directly to the Supreme Court from the"
627,6  ;  .
627,"7  . The reasoning of the Third Circuit in this case was as follows:  Section 1292 (a)(1)  permits an appeal to a court of appeals of interlocutory injunctive orders ""except where a direct review may"
634,"1  Specifically at issue in the present litigation is U.S. Patent No.   2,900,304, issued August 18, 1959.  The patent embodies two"
634,"2  Specifically at issue in the present litigation is U.S. Patent No.   3,330,727, issued July 11, 1967.  This patent covers the"
635,"3  Although AMHO, Schering, and J & J could have manufactured bulk-form griseofulvin under Glaxo's patents, in practice they"
635,"4  See,  , n. 1.  The Government contended that the ""method"" portion of the patent did not disclose how to practice the"
635,5  The case was decided on the basis of various motions concerning the merits and the relief.  Testimony was not received; the
635,6  See n. 2.  The Government had sought to challenge the patent on the basis that the patent purported to monopolize a product
637,"7  The Government argued in the District Court: ""We submit that [   v.]   should be understood more broadly to support challenge to"
639,"1  1 Stat. 109.  For an excellent review of the history briefly summarized here, see Cullen & Vickers, Fraud in the Procurement of"
639,2  1 Stat. 318.
639,3  5 Stat. 117.
641,4  The majority inaccurately states that the lower court sustained the allegations in the complaint that appellees had unreasonably
642,5  This total lack of proof of any relationship also defeats for me the granting of compulsory licensing of the United States patents.
647,1  [
647,"2  Jurisdiction lies under § 2 of the Expediting Act, 32 Stat. 823, as amended,  ."
647,"3  Maine, New Hampshire, Vermont, Massachusetts, Connecticut, and Rhode Island."
647,"4  Nationally, the number of brewers decreased from 663 in 1935 to 140 in 1965."
647,"5  Of the three ""top ten"" brewers that were not selling in New England, Falstaff ranked fourth nationally, the other two ranking"
647,"6  A ""regional,"" as contrasted with a ""national"" brewer, is one that is not selling in all the significant national markets."
648,"7  In 1958, Falstaff commissioned a study of actions it should take to maximize profits.  The study recommended,  , that"
648,"8  For example, Falstaff in several press releases and in the company publication expressed its desire for national distribution,"
648,"9  Suit was filed against both Falstaff and Narragansett, but as to the latter, the complaint was dismissed shortly after it was filed."
648,"10  Hereinafter, reference to   entry includes ""toe-hold"" acquisition as well."
648,"11  Over the objections of the Government, the District Court allowed post-acquisition evidence and noted in the opinion that the"
649,"12  See n. 8,  , and accompanying text."
650,"13  In   , we found the acquiring company at the edge of the market"
651,"14  It is suggested that certain language in the Court's opinion in   ,"
653,"1  Hearings on S. Res. 98 before the Senate Committee on Interstate Commerce, 62d Cong., Vol. 1, p. 1155."
653,"2  ., at 1147."
653,"3  Investigation of Conglomerate Corporations, Report by the Staff of Antitrust Subcommittee of the House Committee on the"
653,"4  ., at 18."
653,"5  ., at 52-53."
653,"6  ., at 53."
653,"7  ., at 54."
